Class%,Class_label,Encapsulation%,Encapsulation_label,Inheritance%,Inheritance_label,Polymorphism%,Polymorphism_label,Constructor%,Constructor_label,Interface%,Interface_label
30.41,Intermediate,9.96,Beginner,98.76,Advanced,22.82,Beginner,15.16,Beginner,9.56,Beginner
37.43,Intermediate,42.32,Intermediate,50.43,Intermediate,85.6,Advanced,13.04,Beginner,17.9,Beginner
80.13,Advanced,48.57,Intermediate,58.82,Intermediate,46.74,Intermediate,22.01,Beginner,100,Advanced
33.33,Intermediate,98,Advanced,16.95,Beginner,59.69,Intermediate,83.56,Intermediate,56.25,Intermediate
37.11,Intermediate,53.25,Intermediate,72.17,Advanced,62.1,Advanced,37.32,Intermediate,85.73,Advanced
34.93,Intermediate,36.19,Intermediate,32.74,Intermediate,51.54,Intermediate,56.36,Intermediate,76.6,Advanced
59.98,Intermediate,48.51,Intermediate,58.4,Intermediate,10.15,Beginner,23.73,Beginner,27.07,Beginner
11.17,Beginner,74.94,Advanced,9.83,Advanced,12.51,Beginner,9.32,Beginner,96.01,Intermediate
32.11,Intermediate,8.58,Beginner,93.32,Advanced,83.36,Advanced,32.53,Intermediate,63.02,Advanced
52.79,Intermediate,65.02,Advanced,13.07,Beginner,63.02,Advanced,27.6,Beginner,47.01,Advanced
61.65,Advanced,36.64,Intermediate,9.79,Beginner,64.99,Advanced,94.67,Advanced,17.06,Beginner
29.69,Beginner,27.24,Beginner,15.27,Beginner,93.59,Advanced,48.39,Intermediate,54.48,Intermediate
76.57,Advanced,38.99,Intermediate,37.46,Intermediate,65.52,Advanced,91.34,Advanced,23.65,Beginner
96.9,Advanced,78.39,Advanced,17.27,Beginner,24.17,Beginner,33.04,Intermediate,36.21,Intermediate
44.8,Intermediate,33.08,Intermediate,9.65,Beginner,59.65,Intermediate,19.54,Beginner,29.03,Beginner
42.96,Intermediate,60.27,Advanced,19.33,Beginner,32.29,Intermediate,39.28,Intermediate,18.33,Beginner
12.75,Beginner,9.65,Beginner,22,Beginner,29.09,Beginner,54.91,Intermediate,73.34,Advanced
9.61,Beginner,17.91,Beginner,97.93,Advanced,61.05,Advanced,37.46,Advanced,25.88,Beginner
37.24,Intermediate,76.86,Advanced,88.59,Advanced,22.06,Beginner,25.76,Beginner,54.32,Intermediate
68.85,Advanced,2.92,Beginner,11.66,Beginner,8.59,Beginner,86.61,Advanced,29.41,Beginner
25.68,Beginner,31.43,Intermediate,96.54,Advanced,73.27,Advanced,24.97,Beginner,50.7,Intermediate
33.15,Intermediate,47.85,Intermediate,58.03,Intermediate,56.85,Intermediate,19.55,Beginner,90.7,Advanced
57.85,Advanced,15.64,Beginner,77.45,Advanced,22.81,Beginner,30.44,Intermediate,82.04,Advanced
46.22,Intermediate,11.83,Beginner,76.67,Advanced,32.93,Intermediate,99.22,Advanced,22.1,Beginner
62.39,Beginner,57.19,Intermediate,49,Intermediate,23.69,Beginner,89.83,Advanced,96.77,Advanced
56.6,Intermediate,91.5,Advanced,47.75,Intermediate,18.8,Beginner,43.71,Intermediate,81.7,Advanced
24.26,Beginner,63.38,Advanced,76.94,Advanced,83.48,Advanced,100,Advanced,54.25,Intermediate
17.54,Beginner,7.2,Beginner,64.96,Advanced,55.25,Intermediate,85.54,Advanced,39.05,Intermediate
62.03,Advanced,42.47,Intermediate,46.67,Intermediate,85.83,Advanced,30.04,Intermediate,22.76,Beginner
68.8,Advanced,53.47,Intermediate,23.63,Beginner,44.11,Intermediate,39.51,Intermediate,7.22,Beginner
60,Advanced,23.96,Beginner,100,Advanced,64.22,Advanced,9.93,Beginner,16.39,Beginner
55.47,Intermediate,32.4,Intermediate,35.14,Intermediate,25.26,Beginner,45.32,Intermediate,11.36,Beginner
44.78,Intermediate,59.31,Intermediate,32.34,Intermediate,97.67,Advanced,53.15,Intermediate,25.06,Beginner
51.64,Intermediate,100,Advanced,71.39,Advanced,10.43,Beginner,50.18,Intermediate,84.83,Advanced
3.43,Beginner,19.02,Beginner,91.58,Advanced,33.54,Intermediate,59.11,Intermediate,56.57,Intermediate
45.43,Intermediate,97.94,Advanced,31.3,Intermediate,0.14,Beginner,38.41,Intermediate,94.77,Advanced
47.37,Intermediate,19.17,Beginner,25.84,Beginner,32.91,Advanced,81.89,Advanced,82.81,Advanced
37.39,Intermediate,37.15,Advanced,70.93,Advanced,82.45,Advanced,82,Advanced,26.43,Beginner
29.32,Beginner,22.8,Beginner,37.59,Intermediate,60.06,Advanced,11.93,Beginner,24.96,Beginner
32.75,Intermediate,65.85,Advanced,29.36,Beginner,29.32,Beginner,64.53,Intermediate,14.43,Beginner
39.43,Intermediate,66.9,Advanced,31.81,Intermediate,70.78,Advanced,55.98,Intermediate,83.1,Advanced
27.78,Beginner,7.8,Beginner,97.31,Advanced,36.12,Intermediate,55.14,Intermediate,32.14,Intermediate
53.99,Intermediate,18.3,Beginner,86.77,Advanced,15.93,Beginner,57.69,Intermediate,33.1,Intermediate
34.11,Intermediate,57.44,Intermediate,29.19,Beginner,49.86,Intermediate,65.44,Advanced,55.28,Intermediate
39.5,Intermediate,52.89,Intermediate,88.73,Advanced,53.72,Intermediate,37.01,Intermediate,31.57,Intermediate
54.25,Intermediate,10.09,Beginner,22.61,Beginner,94.48,Advanced,4.67,Beginner,83.5,Advanced
39.67,Intermediate,39.32,Intermediate,27.8,Beginner,97.82,Advanced,11.6,Beginner,88.59,Advanced
75.23,Advanced,49.73,Intermediate,76.43,Advanced,79.23,Advanced,82.93,Advanced,40.29,Intermediate
62.27,Advanced,83.86,Advanced,14.26,Beginner,83.81,Advanced,28.55,Beginner,51.02,Beginner
33.87,Intermediate,53.41,Intermediate,25.14,Beginner,31.41,Intermediate,34.28,Intermediate,32.99,Intermediate
86.74,Advanced,57.91,Intermediate,35.68,Intermediate,14.65,Advanced,20.58,Beginner,94.84,Advanced
25.18,Intermediate,43.27,Intermediate,53.94,Intermediate,49.27,Intermediate,40.52,Intermediate,75.5,Advanced
19.58,Beginner,46.69,Beginner,12.83,Beginner,71.54,Advanced,66.37,Advanced,25.16,Beginner
12.39,Beginner,72.19,Advanced,57.11,Intermediate,88.76,Advanced,77.75,Advanced,86.96,Advanced
24.23,Beginner,93.3,Advanced,62.31,Advanced,11.2,Advanced,51.47,Intermediate,9.09,Beginner
58.45,Beginner,28.79,Beginner,18.03,Beginner,65.57,Advanced,91.21,Advanced,92.28,Advanced
29.71,Beginner,21.38,Beginner,98.7,Advanced,18.66,Beginner,25.38,Beginner,53.74,Intermediate
95.97,Advanced,22.51,Beginner,21.2,Beginner,64.09,Advanced,63.98,Advanced,29.78,Beginner
61.83,Advanced,43.15,Intermediate,90.77,Advanced,13.99,Beginner,15.94,Beginner,96.13,Advanced
93.9,Advanced,19.14,Beginner,59.95,Intermediate,49.16,Intermediate,33.86,Intermediate,26.22,Beginner
59.67,Intermediate,22.18,Beginner,93.96,Advanced,41.27,Intermediate,49.08,Intermediate,59.93,Intermediate
73.64,Advanced,39.59,Intermediate,92.55,Advanced,58,Intermediate,81.05,Advanced,4.14,Beginner
52.8,Intermediate,19.18,Beginner,51.98,Intermediate,3.97,Beginner,99.86,Advanced,19.89,Beginner
18.76,Beginner,63.13,Advanced,66.12,Advanced,36.78,Intermediate,12.18,Beginner,20.4,Beginner
54.99,Intermediate,97.26,Advanced,39.1,Intermediate,45.27,Intermediate,76.17,Advanced,67.47,Advanced
36.56,Intermediate,62.35,Advanced,94.35,Advanced,64.61,Advanced,64.47,Advanced,35.74,Intermediate
35.31,Intermediate,40.6,Intermediate,52.6,Intermediate,99.96,Advanced,22.39,Beginner,4.85,Intermediate
50.98,Intermediate,76.03,Advanced,68.33,Advanced,41.91,Beginner,16.95,Beginner,26.16,Beginner
40.9,Intermediate,5.22,Beginner,10.88,Beginner,53.4,Intermediate,77.03,Advanced,65.84,Advanced
26.89,Beginner,24.96,Beginner,56.14,Intermediate,48.31,Intermediate,32.34,Intermediate,58.41,Intermediate
48.51,Intermediate,90.61,Advanced,57.62,Beginner,90.04,Advanced,11.93,Beginner,71.5,Advanced
100,Advanced,48.72,Intermediate,48.45,Intermediate,20.41,Advanced,60.29,Advanced,25.49,Beginner
23.94,Beginner,83.58,Advanced,47.44,Intermediate,16.77,Beginner,63.73,Advanced,94.96,Advanced
71.32,Advanced,40.64,Intermediate,23.21,Beginner,56.55,Intermediate,31.89,Intermediate,41.73,Intermediate
28.47,Intermediate,48.52,Intermediate,32.71,Intermediate,62.64,Advanced,41.4,Intermediate,83.62,Advanced
12.17,Beginner,67.92,Advanced,86.98,Advanced,59.46,Intermediate,0,Beginner,53.85,Intermediate
42.95,Intermediate,64.97,Advanced,64.19,Advanced,81.6,Advanced,7.97,Beginner,37.98,Intermediate
88.11,Advanced,100,Advanced,41.59,Intermediate,76.06,Advanced,95.48,Advanced,76.59,Advanced
45.23,Intermediate,66.6,Advanced,82.9,Advanced,15.69,Beginner,62.07,Advanced,19.77,Beginner
96.6,Advanced,44.98,Intermediate,54.43,Intermediate,49.23,Intermediate,71.38,Advanced,20.97,Beginner
5.58,Beginner,22.19,Beginner,22.78,Beginner,59.38,Intermediate,23.13,Beginner,89.24,Advanced
57.19,Intermediate,51.05,Intermediate,61.31,Advanced,40.23,Intermediate,52.7,Intermediate,96.27,Advanced
31.12,Intermediate,66.15,Advanced,36.74,Intermediate,65.26,Advanced,29.78,Beginner,65.48,Advanced
58.18,Intermediate,16.98,Beginner,47.28,Intermediate,28.09,Beginner,55.38,Intermediate,74.8,Advanced
90.38,Advanced,32.35,Beginner,17.24,Beginner,71.12,Advanced,26.18,Beginner,77.05,Advanced
73.04,Advanced,20.73,Beginner,20.47,Beginner,95.17,Advanced,34.39,Intermediate,95.94,Advanced
2.1,Beginner,87.99,Advanced,14.41,Beginner,73.44,Advanced,46.04,Intermediate,23.02,Beginner
54.85,Intermediate,60.04,Advanced,38.05,Intermediate,21.93,Beginner,15.49,Beginner,14.7,Beginner
48.47,Intermediate,55.77,Advanced,22.59,Beginner,68.82,Advanced,28.68,Beginner,53,Intermediate
36.56,Intermediate,37.74,Intermediate,7.83,Beginner,56.67,Intermediate,30.64,Intermediate,20.41,Beginner
37.04,Intermediate,17.74,Beginner,95.02,Advanced,1.99,Beginner,7.68,Beginner,54.05,Intermediate
69.68,Advanced,50.68,Intermediate,22.2,Beginner,57.75,Intermediate,82.48,Advanced,23.08,Beginner
0.01,Beginner,28.05,Beginner,11.95,Beginner,0,Beginner,37.75,Intermediate,13.36,Beginner
59.57,Intermediate,99.69,Advanced,15.41,Beginner,39.13,Intermediate,28.12,Beginner,72.39,Advanced
47.1,Intermediate,9.33,Beginner,95.41,Advanced,69.33,Advanced,96.04,Advanced,90.13,Intermediate
62.58,Advanced,94.47,Advanced,56.96,Intermediate,9.41,Beginner,25.88,Beginner,25.19,Beginner
3.23,Beginner,50.85,Intermediate,73.32,Advanced,10.36,Beginner,28.91,Beginner,94.5,Advanced
31.32,Advanced,68.98,Advanced,47.81,Advanced,19.15,Beginner,61.73,Advanced,61.96,Advanced
37.35,Advanced,37.01,Intermediate,10.2,Beginner,63.25,Advanced,55.65,Intermediate,58.4,Intermediate
27.67,Beginner,100,Advanced,89.04,Advanced,62.97,Advanced,35.69,Intermediate,21.31,Beginner
19.47,Beginner,57.92,Intermediate,21.12,Beginner,13.99,Beginner,86.61,Advanced,44.63,Intermediate
21.34,Beginner,53.46,Intermediate,35.33,Intermediate,12.38,Beginner,35.54,Intermediate,88.39,Beginner
34.81,Intermediate,54.74,Intermediate,29.52,Beginner,24.51,Beginner,85.96,Advanced,27.21,Beginner
33.5,Intermediate,58.17,Intermediate,68.9,Advanced,77.82,Advanced,64.03,Intermediate,14.65,Beginner
97.57,Advanced,41.08,Intermediate,38.56,Intermediate,57.68,Intermediate,54.85,Intermediate,36.77,Intermediate
53.36,Intermediate,72.91,Advanced,99.14,Advanced,36.8,Beginner,72.69,Advanced,60.71,Advanced
7.2,Beginner,76.37,Advanced,35.74,Intermediate,92.37,Advanced,40.37,Intermediate,38.01,Intermediate
76.95,Advanced,26.29,Beginner,33.09,Intermediate,29.76,Beginner,21.6,Beginner,25.88,Beginner
30.9,Intermediate,87.63,Advanced,59,Intermediate,40.47,Intermediate,6.19,Beginner,41.62,Intermediate
27.4,Beginner,71.35,Advanced,56.99,Intermediate,32.04,Intermediate,90.49,Advanced,98.55,Advanced
0,Intermediate,69.17,Advanced,15.31,Beginner,66.05,Advanced,69.18,Advanced,35.19,Intermediate
40.69,Intermediate,26.64,Beginner,66.96,Advanced,16.89,Beginner,61.98,Advanced,37.18,Intermediate
55.69,Intermediate,16.1,Beginner,59.97,Intermediate,23.84,Beginner,81.36,Advanced,63.9,Advanced
77.51,Advanced,95.35,Advanced,13.91,Beginner,22.26,Beginner,26.37,Beginner,68.83,Advanced
96.03,Advanced,35.57,Intermediate,61.27,Advanced,0.55,Beginner,83.98,Advanced,10.01,Beginner
52.38,Intermediate,93.14,Advanced,23.1,Beginner,19.74,Beginner,98.16,Advanced,98.1,Advanced
51.29,Intermediate,18.95,Beginner,39.49,Intermediate,0,Beginner,50.61,Intermediate,84.34,Advanced
97.33,Advanced,36.9,Beginner,36.42,Intermediate,30.4,Intermediate,28.94,Beginner,66.17,Advanced
26.84,Beginner,24.68,Beginner,9.13,Beginner,62.58,Advanced,86.52,Advanced,52.08,Intermediate
42.73,Intermediate,63.49,Advanced,93.66,Advanced,65.97,Advanced,14.97,Beginner,71.43,Advanced
6.92,Beginner,58.52,Intermediate,58.73,Intermediate,56.35,Intermediate,88.21,Advanced,88.08,Advanced
23.31,Beginner,9.34,Beginner,33.44,Intermediate,75.3,Advanced,12.38,Beginner,45.41,Intermediate
28.51,Beginner,56.46,Intermediate,58.82,Intermediate,23.98,Beginner,5.46,Beginner,12.57,Beginner
23.48,Beginner,59.35,Intermediate,55.42,Intermediate,35.23,Intermediate,29.3,Intermediate,23.97,Beginner
25.51,Beginner,74.78,Advanced,23.34,Advanced,64.96,Advanced,56.92,Intermediate,5.03,Intermediate
71.46,Advanced,40.74,Intermediate,63.25,Advanced,61.35,Advanced,19.63,Beginner,59.69,Intermediate
67.22,Advanced,74.05,Advanced,22.29,Beginner,72.62,Advanced,59.51,Intermediate,67.51,Advanced
56.26,Intermediate,23.9,Beginner,99.6,Advanced,26.86,Beginner,83.28,Advanced,89.84,Advanced
15.21,Beginner,72.75,Advanced,27.51,Beginner,16.14,Beginner,32.24,Intermediate,57.09,Intermediate
32.2,Intermediate,31.78,Intermediate,77.85,Advanced,87.67,Advanced,57.42,Advanced,84.89,Advanced
12.6,Beginner,74.1,Advanced,16.02,Beginner,56.18,Intermediate,100,Advanced,29.67,Beginner
90.5,Advanced,100,Advanced,31.62,Intermediate,22.22,Beginner,65.46,Advanced,54.81,Advanced
66.26,Advanced,5.48,Beginner,26.66,Beginner,54.28,Advanced,31.02,Intermediate,25.88,Beginner
11.54,Beginner,49.56,Intermediate,23.33,Beginner,77.07,Advanced,23.36,Beginner,95.56,Advanced
11,Beginner,63.04,Advanced,44.1,Intermediate,57.9,Intermediate,5.74,Beginner,47.42,Intermediate
21.05,Beginner,22.85,Beginner,76.8,Advanced,18.65,Beginner,20.26,Beginner,56.98,Intermediate
100,Advanced,37.12,Intermediate,52.15,Intermediate,37.14,Intermediate,45.83,Intermediate,55.06,Intermediate
1.09,Beginner,75.52,Advanced,26.2,Beginner,23.5,Beginner,18.91,Beginner,60.53,Advanced
65.77,Advanced,44.13,Intermediate,59.87,Intermediate,87.49,Advanced,88.75,Advanced,36.1,Intermediate
69.25,Advanced,48.66,Intermediate,47.47,Intermediate,58,Intermediate,32.75,Intermediate,96.68,Advanced
67.46,Advanced,3.15,Beginner,54.3,Intermediate,41.69,Intermediate,87.97,Beginner,50.87,Intermediate
86.35,Advanced,13.29,Beginner,61.19,Advanced,55.58,Intermediate,39.49,Intermediate,79.72,Advanced
48.01,Intermediate,61.52,Advanced,74.54,Advanced,22.2,Beginner,16.2,Beginner,62.19,Advanced
0.05,Beginner,50.17,Intermediate,19.15,Beginner,95.94,Advanced,32.27,Intermediate,13.27,Intermediate
24.03,Beginner,15.07,Beginner,21.52,Beginner,9.12,Beginner,54.22,Intermediate,100,Advanced
56.73,Intermediate,80.09,Advanced,3.42,Beginner,22.07,Beginner,52.34,Intermediate,55.86,Intermediate
72.63,Advanced,8.74,Beginner,77.48,Advanced,45.13,Intermediate,11.52,Beginner,66.18,Advanced
22.86,Beginner,91.58,Advanced,32.43,Intermediate,12.18,Beginner,56.96,Intermediate,39.64,Intermediate
32.91,Intermediate,5.75,Beginner,5.53,Beginner,52.16,Intermediate,63.63,Advanced,22.22,Intermediate
57.37,Intermediate,51.38,Intermediate,64.81,Advanced,68.02,Advanced,85.35,Advanced,58.19,Intermediate
90.09,Advanced,44.46,Intermediate,89.75,Advanced,88.44,Advanced,45.87,Intermediate,57.18,Intermediate
21.79,Beginner,31.27,Intermediate,50.16,Intermediate,68.4,Advanced,77.35,Beginner,48.53,Intermediate
30.06,Intermediate,21.26,Beginner,31.92,Intermediate,80.72,Advanced,6.72,Beginner,51.08,Advanced
49.76,Intermediate,100,Advanced,36.43,Intermediate,51.11,Intermediate,37.01,Intermediate,16.35,Beginner
51.12,Intermediate,33.7,Intermediate,78.46,Advanced,9.7,Beginner,9.57,Beginner,30.12,Intermediate
72.8,Advanced,97.27,Advanced,96.88,Advanced,19.31,Beginner,80.3,Advanced,73.05,Advanced
37.15,Intermediate,27.95,Beginner,69.35,Advanced,41.26,Intermediate,55.76,Intermediate,88.72,Advanced
53.37,Intermediate,51.38,Intermediate,96.82,Advanced,6.27,Beginner,90.04,Advanced,50.53,Intermediate
60.73,Advanced,66.22,Advanced,26.5,Beginner,54.41,Intermediate,86.77,Intermediate,22.16,Beginner
85.47,Advanced,55.6,Advanced,59.12,Intermediate,80.28,Advanced,51.24,Intermediate,94.79,Advanced
47.97,Intermediate,57.44,Intermediate,85.62,Advanced,7.54,Beginner,68.56,Advanced,67.03,Advanced
100,Advanced,53.08,Intermediate,13.4,Beginner,51.9,Intermediate,40.37,Intermediate,15.15,Beginner
22.71,Beginner,96.52,Advanced,54.3,Intermediate,24.13,Beginner,85.2,Advanced,60.66,Intermediate
31.18,Intermediate,73.24,Advanced,77.97,Advanced,78.78,Advanced,52.34,Intermediate,44.79,Intermediate
70.27,Advanced,22.42,Beginner,59.72,Intermediate,7.17,Beginner,69.18,Advanced,21.43,Beginner
15.16,Beginner,32.54,Intermediate,18.16,Beginner,32.42,Intermediate,49.51,Intermediate,19.04,Beginner
99.21,Advanced,33.41,Intermediate,3.4,Beginner,92.74,Advanced,26.33,Beginner,27.07,Beginner
66.26,Advanced,50.43,Intermediate,19.77,Intermediate,64.74,Advanced,31.66,Intermediate,59.91,Intermediate
29.96,Beginner,56.9,Intermediate,99.38,Advanced,47.89,Intermediate,18.99,Beginner,34.23,Intermediate
54.65,Intermediate,53.66,Intermediate,84.03,Beginner,57.13,Intermediate,29.92,Beginner,48.25,Intermediate
85.94,Advanced,51.98,Intermediate,33.18,Intermediate,69.66,Advanced,40.37,Intermediate,84.71,Advanced
56.51,Beginner,96.84,Advanced,76.44,Advanced,26.16,Beginner,65.4,Advanced,73.58,Advanced
84.76,Advanced,29.92,Beginner,32.65,Intermediate,34.32,Intermediate,57.88,Intermediate,26.81,Beginner
91.22,Advanced,19.34,Advanced,55.75,Intermediate,85.71,Advanced,13.07,Beginner,61.52,Advanced
16.35,Beginner,13.96,Beginner,76.8,Advanced,55.38,Intermediate,28.21,Beginner,28.01,Beginner
75.25,Advanced,2.72,Beginner,66.19,Advanced,54.96,Intermediate,32.65,Intermediate,14.01,Beginner
66.09,Advanced,62.07,Advanced,34.59,Intermediate,20.98,Beginner,100,Advanced,79.8,Advanced
28.46,Beginner,76.23,Advanced,11.03,Beginner,67.64,Advanced,27.11,Beginner,62.12,Advanced
92.06,Advanced,77.45,Advanced,58.88,Intermediate,16.25,Beginner,57.88,Intermediate,47.46,Intermediate
58.71,Intermediate,93.37,Advanced,8.43,Beginner,2.73,Beginner,1.09,Beginner,14.18,Beginner
18.31,Beginner,28.36,Beginner,4.58,Beginner,15.28,Beginner,68.16,Advanced,52.57,Intermediate
51.37,Intermediate,18.33,Beginner,14.75,Beginner,44.02,Intermediate,83.38,Advanced,85.48,Advanced
11.84,Beginner,28.51,Beginner,95.2,Beginner,78.49,Advanced,74.17,Advanced,12.87,Beginner
73.32,Advanced,35.97,Intermediate,64.44,Advanced,34.18,Intermediate,28.59,Beginner,52.32,Intermediate
1.64,Beginner,84.84,Advanced,8.2,Beginner,10.16,Beginner,50.93,Intermediate,31.28,Intermediate
25.61,Beginner,5.26,Beginner,17.52,Beginner,51.34,Advanced,60.31,Advanced,30.21,Intermediate
50.07,Intermediate,35.12,Intermediate,62.88,Advanced,61.82,Advanced,34.38,Intermediate,66.09,Advanced
56.09,Intermediate,15.68,Beginner,58.41,Intermediate,20.62,Beginner,28.38,Beginner,27.69,Beginner
63.44,Advanced,86.19,Advanced,46.86,Intermediate,29.25,Beginner,25.32,Beginner,20.83,Beginner
69.34,Advanced,25.81,Beginner,8.88,Beginner,62.44,Advanced,11.13,Beginner,21.23,Beginner
23.88,Beginner,46.62,Intermediate,26.69,Advanced,8.37,Beginner,19.99,Beginner,39.2,Intermediate
45.87,Intermediate,57.13,Intermediate,61.64,Advanced,57.68,Intermediate,56.35,Intermediate,41.8,Intermediate
80.13,Advanced,82.55,Advanced,74.81,Advanced,15.89,Intermediate,42.97,Beginner,100,Advanced
10.03,Beginner,44.39,Intermediate,76.09,Advanced,16.41,Beginner,93.24,Advanced,24,Beginner
48.62,Intermediate,18.37,Beginner,100,Advanced,87.37,Advanced,27.81,Beginner,87.38,Advanced
25.42,Beginner,34.03,Intermediate,58.52,Intermediate,74.69,Advanced,19.7,Beginner,14.93,Beginner
25.94,Beginner,98.39,Advanced,34.11,Intermediate,56.41,Advanced,56.25,Intermediate,96.69,Advanced
93.92,Advanced,57.34,Intermediate,18.48,Beginner,55.71,Intermediate,22.17,Beginner,18.68,Beginner
31.88,Intermediate,28.3,Beginner,15.08,Beginner,28.69,Beginner,21.02,Beginner,71.51,Advanced
86.71,Advanced,27.02,Beginner,94.25,Advanced,59.44,Intermediate,37.57,Intermediate,60.76,Advanced
24.07,Beginner,43.38,Intermediate,7.51,Beginner,87.89,Advanced,61.79,Advanced,13.44,Beginner
16.69,Beginner,57.95,Intermediate,49.78,Intermediate,62.26,Advanced,49.73,Intermediate,3.91,Beginner
15.21,Beginner,72.71,Advanced,73.1,Advanced,100,Advanced,79.98,Advanced,7.66,Beginner
15.07,Beginner,9.7,Beginner,0,Beginner,25.78,Beginner,100,Advanced,7.26,Beginner
42.23,Intermediate,17.15,Beginner,11.57,Beginner,40.34,Intermediate,33.69,Intermediate,37,Intermediate
81.22,Advanced,43.76,Intermediate,70.86,Advanced,51.64,Intermediate,32.3,Intermediate,62.6,Advanced
73.49,Advanced,52.2,Intermediate,30.22,Intermediate,87.32,Advanced,30.19,Intermediate,8.55,Beginner
100,Advanced,77.43,Advanced,48.88,Intermediate,74.21,Advanced,64.63,Advanced,11.53,Beginner
80.08,Advanced,59.75,Intermediate,49.3,Advanced,64.55,Advanced,88.86,Advanced,59.24,Intermediate
60.07,Advanced,68.48,Advanced,77.95,Advanced,29.6,Beginner,73.49,Advanced,76.61,Advanced
73.63,Advanced,23.69,Beginner,17.94,Beginner,23.5,Beginner,26.52,Beginner,37.7,Intermediate
30.73,Intermediate,32.31,Intermediate,61.51,Advanced,72.48,Advanced,61.49,Advanced,82.86,Advanced
13.6,Beginner,29.26,Beginner,33.51,Intermediate,65.1,Advanced,77.5,Advanced,74.6,Advanced
0,Beginner,94.6,Advanced,71.32,Advanced,29.29,Advanced,47.67,Intermediate,23.33,Beginner
43.35,Intermediate,39.9,Intermediate,58.47,Intermediate,17.27,Beginner,68.51,Advanced,57.39,Intermediate
74.53,Beginner,48.03,Intermediate,10.76,Beginner,69.2,Advanced,88.87,Advanced,22.17,Beginner
37.24,Intermediate,30.87,Intermediate,18.51,Advanced,31.7,Intermediate,63.78,Advanced,63.86,Advanced
8.22,Beginner,21.32,Beginner,100,Advanced,35.89,Intermediate,14.46,Beginner,59.66,Intermediate
70.49,Advanced,37.2,Intermediate,54.24,Intermediate,40.39,Intermediate,5.33,Beginner,40,Intermediate
65.68,Advanced,56.21,Advanced,10.89,Beginner,85.01,Advanced,81.88,Advanced,56.56,Beginner
18.63,Beginner,20.61,Beginner,19.68,Beginner,38.88,Intermediate,87.62,Advanced,77.47,Advanced
88.1,Advanced,25.23,Beginner,36.66,Intermediate,29.92,Beginner,95.98,Advanced,81.86,Advanced
57.4,Intermediate,39.01,Intermediate,65.44,Advanced,91.8,Advanced,71.69,Advanced,3.78,Beginner
55.66,Intermediate,49.02,Intermediate,84.31,Advanced,41.99,Intermediate,44.87,Intermediate,27.22,Beginner
29.35,Beginner,89.06,Advanced,21.9,Beginner,66.75,Advanced,23.31,Beginner,9.02,Beginner
48.09,Intermediate,26.85,Beginner,81.2,Advanced,16.81,Beginner,23.64,Beginner,47.7,Intermediate
49.73,Intermediate,41.77,Intermediate,65.44,Advanced,68.1,Advanced,16.73,Beginner,48.38,Intermediate
15.95,Intermediate,50.84,Intermediate,91.89,Advanced,35.76,Intermediate,97.74,Advanced,28.89,Beginner
69.25,Advanced,45.92,Intermediate,5.43,Beginner,50.82,Intermediate,70.4,Advanced,18.75,Beginner
16.53,Beginner,75.15,Advanced,6.46,Beginner,25.12,Beginner,75.01,Advanced,73.31,Beginner
32.03,Intermediate,93.57,Advanced,16.6,Beginner,30.91,Intermediate,92.62,Advanced,39.81,Intermediate
90.66,Advanced,33.95,Intermediate,65.83,Advanced,44,Intermediate,66.5,Advanced,93.21,Advanced
25.81,Beginner,32.59,Intermediate,16.67,Beginner,81.77,Advanced,29.27,Beginner,66.41,Advanced
77.85,Advanced,51.97,Intermediate,89.89,Advanced,44.97,Intermediate,49.23,Intermediate,60.11,Advanced
35.66,Intermediate,92.61,Advanced,20.19,Beginner,99.62,Advanced,70.48,Advanced,31.64,Intermediate
54.47,Intermediate,97.05,Advanced,69.92,Advanced,49.77,Intermediate,35.93,Intermediate,49.16,Intermediate
82.95,Advanced,93.52,Advanced,30.04,Intermediate,5.23,Beginner,81.33,Advanced,70.24,Advanced
52.89,Intermediate,24.26,Beginner,0,Advanced,40.13,Intermediate,42.53,Intermediate,20.3,Beginner
48.49,Intermediate,12.79,Beginner,72.93,Advanced,66.96,Advanced,32.09,Intermediate,52.28,Intermediate
66.17,Advanced,95.95,Advanced,72.87,Advanced,83.13,Advanced,57.28,Intermediate,59.43,Intermediate
86.2,Advanced,33.78,Intermediate,44.43,Intermediate,62.5,Advanced,2.94,Beginner,56.06,Intermediate
9.41,Beginner,82.31,Advanced,4.41,Beginner,21.76,Beginner,27.2,Beginner,27.05,Beginner
93.41,Advanced,83.3,Advanced,23.27,Beginner,26.48,Beginner,29.23,Beginner,52.45,Intermediate
18.44,Beginner,84.51,Advanced,14.19,Beginner,49.73,Intermediate,45.21,Intermediate,54.82,Intermediate
29.83,Beginner,30.36,Intermediate,58.07,Intermediate,36.53,Intermediate,83.71,Advanced,100,Advanced
57.24,Intermediate,45.82,Intermediate,69.56,Advanced,82.69,Advanced,35.43,Intermediate,91.72,Advanced
17.84,Beginner,23.22,Beginner,38.53,Intermediate,49.05,Intermediate,62.76,Advanced,39.67,Intermediate
14.73,Beginner,15.46,Beginner,18.78,Beginner,32.38,Intermediate,46.31,Intermediate,53.13,Intermediate
35.47,Intermediate,15.09,Beginner,46.95,Intermediate,48.57,Intermediate,89.95,Advanced,29.5,Beginner
